,fuel,make,odometer,price,title status,transmission,VIN,condition,drive,paint color,type,cylinders,size,price_num
218, gas,2017 2017 jeep grand cherokee, 24497,"$62,888", clean, automatic, 1C4RJFDJ7HC858098, new, 4wd, white, SUV, 8 cylinders, full-size,62888
219, gas,2017 nissan versa note sv, 60000,"$8,999", rebuilt, automatic,, excellent, fwd, blue, hatchback, 4 cylinders,,8999
220, gas,2017 Hyundai Elantra GL, 78000,"$11,500", rebuilt, automatic,, excellent, fwd, grey, sedan, 4 cylinders,,11500
221, gas,2001 Mercedes M1320, 157919,"$4,500", clean, automatic,, good,, black,,,,4500
222, gas,2013 nissan sentra, 61000,"$9,000", clean, automatic,, excellent, fwd, blue, sedan, 4 cylinders, compact,9000
223, gas,2017 Porche Maccan, 62075,"$44,500", clean, automatic,, like new,, black,,,,44500
224, gas,1992 Ferrari 348 TB, 99999,"$12,345", clean, manual,,,,,,,,12345
225, gas,2016 ford explorer, 111500,"$20,000", clean, automatic,, excellent,, white, SUV, 6 cylinders, full-size,20000
226, gas,2004 Honda Accord Wagon, 140000,"$11,991", clean, automatic,, excellent, 4wd, white, wagon, 4 cylinders, mid-size,11991
227, gas,2005 toyota sienna ce, 138000,"$6,350", clean, automatic,, excellent, fwd, silver, mini-van, 6 cylinders, full-size,6350
228, gas,2010 gmc canyon, 279000,"$6,600", clean, automatic,, excellent, rwd, white, pickup, 4 cylinders,,6600
229, gas,2000 nissan altima, 210000,$180, clean, automatic,, like new, fwd, grey, sedan, 4 cylinders, full-size,180
230, gas,2005 mercedes benz, 168000,"$4,200", rebuilt, automatic,, excellent, 4wd,, sedan, 6 cylinders,,4200
231, gas,2005 mercedes benz, 168000,"$4,200", rebuilt, automatic,, excellent, 4wd,, sedan, 6 cylinders,,4200
232, gas,2005 mercedes benz, 168000,"$4,200", rebuilt, automatic,, excellent, 4wd,, sedan, 6 cylinders,,4200
233, gas,2020 bmw 750li xdrive, 9800,"$105,800", clean, automatic, WBA7U2C05LGM27886, excellent, 4wd, black, sedan, 8 cylinders, full-size,105800
234, gas,2009 nissan altima 2.5 s, 200905,"$3,900", clean, automatic,,,,, sedan,,,3900
235, gas,2005 toyota tacoma, 147000,"$11,850", rebuilt, automatic,, like new,, silver, truck, 4 cylinders, full-size,11850
236, gas,2014 jeep cherokee, 119000,"$17,950", clean, automatic,, excellent, 4wd, black, SUV, 6 cylinders, mid-size,17950
237, electric,2017 nissan leaf, 51700,"$19,950", clean, automatic,, like new, fwd, white, hatchback, other, sub-compact,19950
238, gas,2001 Nissan Laurel, 17500,"$9,900", clean, automatic,, like new, rwd, silver, sedan, 6 cylinders, full-size,9900
239, gas,2014 suzuki kizashi, 170000,"$2,000", salvage, automatic,, like new, 4wd, red, sedan, 4 cylinders, mid-size,2000
240, gas,2009 bmw 328i, 129500,"$9,800", clean, manual,, excellent, rwd, grey, coupe, 6 cylinders,,9800
241, gas,1995 1995 ford crown victoria, 173000,"$2,999", clean, automatic,, excellent, rwd, brown, sedan, 8 cylinders, full-size,2999
242, gas,1970 chevrolet monte carlo, 100000,"$5,000", clean, manual,, good, rwd,, coupe, 8 cylinders,,5000
243, gas,2014 Nissan Altima 2.5 SL, 145000,"$9,800", clean, automatic,, excellent, fwd, black, sedan, 4 cylinders, full-size,9800
244, gas,2007 audi a3 2.0t, 170000,"$4,100", clean, automatic,, excellent, fwd, black, hatchback, 4 cylinders, compact,4100
245, gas,2013 Land Rover Range Rover Sport, 52500,"$35,000", clean, automatic,, excellent, 4wd, white, SUV, 8 cylinders, full-size,35000
246, gas,2003 2003 bmw x3, 172000,"$2,999", clean, automatic,, fair,, silver, hatchback, 4 cylinders, mid-size,2999
247, gas,2005 nissan armada, 224000,"$4,900", clean, automatic,, good, 4wd, silver, SUV, 8 cylinders, full-size,4900
248, gas,2018 BMW X5, 35500,"$55,000", clean, automatic,, excellent, 4wd, black, SUV, 6 cylinders,,55000
249, gas,2013 Cadillac ats, 107000,"$12,600", rebuilt, automatic,, excellent, rwd, custom, sedan, 4 cylinders,,12600
250, diesel,2005 volkswagen passat 1.9 tdi, 250000,"$6,000", clean, automatic,, excellent, fwd, silver, sedan, 4 cylinders, compact,6000
251, gas,2013 Cadillac ats, 107000,"$12,600", rebuilt, automatic,, excellent, rwd, custom, sedan, 4 cylinders,,12600
252, gas,2013 nissan pathfinder sv, 100000,"$12,495", clean, automatic,, excellent, 4wd, grey, SUV, 6 cylinders, full-size,12495
253, gas,2014 land rover range rover sport hse, 56450,"$42,800", clean, automatic,, like new, 4wd, grey, SUV, 6 cylinders,,42800
254, gas,2006 Volco s60, 235000,"$2,400", rebuilt, automatic,, good,,,, 5 cylinders,,2400
255, gas,2000 Toyota RAV4, 250000,"$5,000", clean, automatic,, like new, 4wd,,, 4 cylinders,,5000
256, gas,2000 mercedes benz clk 320, 250000,"$5,000", clean, automatic,, good, rwd, red, coupe, 6 cylinders, compact,5000
257, gas,2006 jeep wrangler unlimited rubicon, 136942,"$17,500", clean, automatic,, good, 4wd,,, 6 cylinders,,17500
258, diesel,1998 Toyota Dyna, 115000,"$28,500", clean, manual,, good, 4wd, white, pickup, 4 cylinders, full-size,28500
259, diesel,2017 flat deck, 170000,"$50,000", clean, automatic,, excellent, 4wd, white,, 8 cylinders,,50000
260, gas,2018 bmw 640xi, 1,"$62,900", clean, automatic,,,,,,,,62900
261, gas,2020 Ford Escape, 20412,"$36,998", clean, automatic,,, , custom, sedan,,,36998
262, gas,2008 mitsubishi endeavour, 167000,"$5,990", clean, automatic, 4A4MN41S78E602377, excellent, 4wd, silver, SUV, 6 cylinders, full-size,5990
263, gas,2004 honda accord coupe ex-l v6, 240000,"$2,000", clean, automatic,, fair, fwd, blue, coupe, 6 cylinders, mid-size,2000
264, diesel,2006 ford f350, 210000,"$13,800", clean, automatic,,,,,,,,13800
265, gas,2009 Pontiac Vibe, 100000,"$2,500", clean, automatic,,,,,,,,2500
266, gas,2002 lexus is300, 290000,"$5,800", clean, manual,, fair, rwd, grey, sedan, 6 cylinders, mid-size,5800
267, gas,2003 Dodge Viper, 32000,"$50,000", rebuilt, manual,, like new, rwd, black, convertible, 10 cylinders, compact,50000
268, gas,2011 mazda cx-7, 205000,"$6,200", clean, automatic,, good, fwd, grey, SUV, 4 cylinders,,6200
269, gas,2011 mazda cx-7, 205000,"$6,200", clean, automatic,, good, fwd, grey, SUV, 4 cylinders, full-size,6200
270, gas,2007 jeep wrangler sahara, 146000,"$19,800", clean, manual,,,,,,,,19800
271, gas,2004 honda s2000, 171000,"$24,500", clean, manual,, excellent,,,, 4 cylinders,,24500
272, gas,2007 toyota yaris, 160000,"$3,500", clean, automatic,,,,,,,,3500
273, gas,2011 2011 dodge ram 1500, 172000,"$23,500", clean, automatic,, excellent, 4wd, black, truck, 8 cylinders, full-size,23500
274, diesel,2018 range rover velar s, 42000,"$64,900", clean, automatic,, like new, 4wd, white, SUV, 4 cylinders, full-size,64900
275, gas,2000 GMC 3500, 290000,"$9,900", clean, automatic,, excellent, rwd, white, other, 8 cylinders, compact,9900
276, gas,2009 volkswagon cc, 207000,"$5,500", clean, automatic,, excellent,, silver,, 4 cylinders, full-size,5500
277, gas,2015 fiat 500, 34100,"$11,000", clean, automatic,, excellent, fwd, green, hatchback, 4 cylinders, compact,11000
278, gas,2017 bmw 650xi, 1,"$52,900", clean, automatic,,,,,,,,52900
279, gas,2017 Toyota Highlander, 100526,"$31,989", clean, automatic,, excellent, 4wd, white, SUV, 6 cylinders, mid-size,31989
280, gas,2012 Hyundai Accent, 65573,"$8,998", clean, automatic,,, , custom, sedan,,,8998
281, gas,2006 nissan xtrail, 234596,"$3,500", clean, automatic,, good, fwd, red, SUV,,,3500
282, gas,2017 2017 hyundai elantra, 113000,"$13,499", clean, automatic,, excellent, fwd, white,, 4 cylinders, full-size,13499
283, gas,2000 GMC 3500, 300,"$10,000", clean, automatic,, excellent, rwd, white, other, 8 cylinders, compact,10000
284, gas,1992 D50 Dodge Pick-up, 125000,"$1,500", clean, automatic,,,,,,,,1500
285, diesel,2008 ford f-350, 242000,"$17,000", clean, automatic, 1FTWX31R88EA34724, excellent, 4wd, blue,, 8 cylinders,,17000
286, gas,2007 dodge caliber sxt, 210000,"$2,500", clean, automatic,, good, fwd, red, hatchback, 4 cylinders, compact,2500
287, gas,2010 hyundai tucson, 150000,"$9,800", clean, manual,, new, fwd, white, SUV, 4 cylinders,,9800
288, gas,2015 Toyota Sienna, 104135,"$23,989", clean, automatic,, excellent, fwd, red, mini-van, 6 cylinders, full-size,23989
289, gas,2010 mercedes-benz, 150000,"$12,888", clean, automatic,, excellent,,,, 6 cylinders,,12888
290, gas,2013 nissan rogue, 85000,"$8,900", rebuilt, automatic,, good, 4wd, silver, SUV, 4 cylinders,,8900
291, gas,2014 bmw x5, 149000,"$29,850", clean, manual,, excellent, 4wd, white, SUV, 8 cylinders, full-size,29850
292, gas,2011 Hyundai Sonata, 145087,"$7,998", clean, automatic,,, , custom, sedan,,,7998
293, gas,2011 dodge charger srt v8 hemi mopar, 146000,"$17,500", rebuilt, automatic,, like new, rwd, black, sedan, 8 cylinders,,17500
294, gas,2008 mazda 3, 200000,"$3,150", clean, automatic,, excellent, fwd, brown, sedan, 4 cylinders, compact,3150
295, gas,2002 Mercedes Benz C240, 220000,"$2,700", clean, automatic, WDBRF61J72F215616, good, rwd, silver, sedan, 6 cylinders, mid-size,2700
296, gas,2006 dodge dakota slt 4x4, 250,"$1,990", rebuilt, automatic,,,,,,,,1990
297, gas,2019 ford escape se, 37000,"$22,995", clean, automatic, 1FMCU9GD9KUB89401, excellent, 4wd, silver, SUV, 4 cylinders, compact,22995
298, gas,2003 jaguar xkr convertible, 15000,"$25,000", clean, automatic,,,,,,,,25000
299, gas,2000 porsche boxster, 120000,"$16,995", clean, manual,, excellent,,,,,,16995
300, gas,2015 mazda 3, 86000,"$12,000", clean, automatic,, excellent, fwd, grey, sedan, 4 cylinders, mid-size,12000
301, gas,2005 Toyota Camry LE LOW, 139000,"$5,980", clean, automatic, 4T1BF32K45U106521, excellent,,, sedan, 6 cylinders,,5980
302, gas,2005 gmc safari, 283500,"$3,950", clean, automatic,, good, 4wd, white, van, 6 cylinders,,3950
303, gas,2003 Infini qx4 4x4, 155087,$123, rebuilt, automatic,, good, 4wd, silver, SUV, 6 cylinders, mid-size,123
304, gas,2005 Toyota Matrix, 188232,"$5,998", clean, automatic,,, , custom, sedan,,,5998
305, gas,2006 dodge cargo van, 220000,"$2,300", clean, automatic,,,,,,,,2300
306, gas,2006 subaru forester 2.5x, 261,"$3,800", clean, automatic,,, 4wd,,, 4 cylinders,,3800
307, other,1993 caribou 10fx, 1,"$9,000", clean, other,, good,,,, other, full-size,9000
308, gas,2000 porsche 911 carrera, 124000,"$28,500", clean, manual,,,,,,,,28500
309, gas,2011 Ford E-350, 223000,"$15,000", clean, automatic,,,,,, 8 cylinders,,15000
310, gas,2004 honda pilot, 208555,"$3,060", clean, automatic,, good,, black, SUV, 6 cylinders,,3060
311, gas,2003 Ford Focus SE, 215000,"$1,299", clean, automatic,,,,,,,,1299
312, gas,1997 toyota corolla, 146000,"$1,750", clean, automatic,, excellent, fwd, yellow, sedan, 4 cylinders,,1750
313, gas,2009 Ford Focus SE 2.0L, 163000,"$3,980", clean, automatic, 1FAHP35N09W192864, excellent,,, sedan,,,3980
314, gas,2006 hyundai tucson gls awd, 260000,"$2,999", clean, automatic,, excellent, 4wd, blue, SUV, 6 cylinders, compact,2999
315, diesel,2010 dodge ram 2500 4x4, 235,"$24,500", clean, automatic,,,,,,,,24500
316, gas,2006 Ford Escape XLT 4wd, 217000,$800, clean, automatic,, fair, 4wd, grey, SUV, 6 cylinders, full-size,800
317, diesel,2011 GMC SIERRA HD SLT Duramax, 246229,"$28,000", rebuilt, automatic,, excellent, 4wd, white, truck, 8 cylinders,,28000
318, gas,2012 ford mustang boss 302, 14900,"$47,500", clean, manual,, like new, rwd, blue, coupe, 8 cylinders,,47500
319, gas,2011 nissan rogue awd sl, 146974,"$7,200", clean, automatic, JN8AS5MV5BW265308, fair, 4wd, white, SUV, 4 cylinders, mid-size,7200
320, gas,2003 mercedes-benz c230 kompressor, 147939,"$4,800", clean, automatic,, good, rwd, white, coupe, 4 cylinders,,4800
321, gas,2017 Toyota Corolla, 40339,"$16,998", clean, automatic,,, , custom, sedan,,,16998
322, gas,2014 cadillac ats, 100000,"$12,500", clean, automatic,, excellent, rwd, grey, sedan, 4 cylinders, mid-size,12500
323, gas,2017 Kia Soul, 37000,"$10,700", rebuilt, automatic,, excellent, fwd, black,, 4 cylinders,,10700
324, gas,2005 Nissan Pathfinder LE 4WD, 242000,"$5,980", clean, automatic, 5N1AR18W65C722972, excellent, 4wd,, SUV, 6 cylinders,,5980
325, gas,2010 honda civic, 141000,"$7,200", clean, automatic,, excellent,, white, sedan,, full-size,7200
326, gas,2019 Ford Escape SE Ecoboost, 692,"$20,000", clean, automatic, 1FMCU9GD5KUB88035, new, 4wd, black, SUV, 6 cylinders,,20000
327, gas,2007 dodge nitro slt, 223000,"$4,500", rebuilt, automatic,, good, 4wd, brown, SUV, 6 cylinders, full-size,4500
328, gas,2002 toyota 4runner, 334,"$4,900", clean, automatic,,,,,,,,4900
329, gas,2014 subaru forester xt, 149000,"$15,900", clean, automatic,, like new, 4wd,,,,,15900
330, gas,2013 nissan altima, 101000,"$9,000", rebuilt, automatic,, excellent, fwd, grey, coupe, 4 cylinders, full-size,9000
331, gas,2014 bmw 335i, 137800,"$19,900", clean, automatic,, like new,, black, sedan, 6 cylinders, full-size,19900
332, gas,2002 toyota highlander, 284000,"$4,300", clean, automatic,, excellent, fwd, grey, SUV, 4 cylinders, mid-size,4300
333, gas,2002 acura rsx type-s, 255000,"$5,400", clean, manual,, excellent, fwd, blue, coupe, 4 cylinders, sub-compact,5400
334, diesel,2009 kenworth t800, 780000,"$97,500", clean, manual,, excellent,, silver,,,,97500
335, gas,2009 Mercedes-Benz B200, 119000,"$7,900", clean, automatic,, like new, fwd, white, hatchback, 4 cylinders, sub-compact,7900
336, gas,2018 bmw 330xi, 1,"$33,900", clean, automatic,,,,,,,,33900
337, hybrid,2009 toyota prius, 100210,"$11,000", clean, automatic,, excellent, fwd, blue, hatchback, 4 cylinders, mid-size,11000
338, gas,2008 nissan rogue, 177000,"$6,000", clean, automatic,,,,,,,,6000
339, gas,2008 Cadillac Escalade, 116000,"$23,800", clean, automatic,, like new, fwd, white, SUV, 8 cylinders, full-size,23800
340, electric,2014 Smart EV For Two, 56000,"$8,000", clean, automatic,, excellent,, grey,,, compact,8000
341, gas,2006 honda cr-v, 212500,"$7,500", rebuilt, automatic,, excellent, 4wd, black, SUV, 4 cylinders,,7500
342, gas,2007 toyota yaris hatchback, 202000,"$3,300", rebuilt, automatic,, excellent, fwd, white, hatchback, 4 cylinders,,3300
343, gas,2008 ford econoline e350, 243000,"$9,500", rebuilt, automatic,, excellent, 4wd, red, truck, 8 cylinders, full-size,9500
344, gas,2008 ford econoline e350, 243000,"$9,500", rebuilt, automatic,, excellent, 4wd, red, truck, 8 cylinders, full-size,9500
345, gas,2008 ford econoline e350, 226400,"$11,500", clean, automatic,, excellent, rwd, white, truck, 8 cylinders, full-size,11500
346, gas,2006 BMW 325, 156247,"$7,998", clean, automatic,,, , custom, sedan,,,7998
347, gas,2018 bmw 230i, 21000,"$36,000", clean, automatic,,,,, coupe,,,36000
348, gas,2014 porsche 911 turbo s, 88000,"$129,800", clean, automatic, WP0AD2A90ES167147, excellent, 4wd, black, coupe, 6 cylinders, mid-size,129800
349, gas,2015 Mazda CX-5 GT with Tech, 83000,"$19,888", clean, automatic,, like new, 4wd, white, SUV, 4 cylinders, compact,19888
350, gas,1965 cutlass, 100000,"$12,345", clean, automatic,,,,,,,,12345
351, gas,1995 ford e350 van, 375,"$3,500", clean, automatic,,,,,,,,3500
352, gas,2002 mercedes-benz c240, 214000,"$1,799", rebuilt, automatic,, good, rwd, black,, 6 cylinders,,1799
353, gas,2005 mazda 3, 196000,"$3,300", clean, automatic,, fair,, grey, sedan,, mid-size,3300
354, gas,2006 Bmw 650i, 102000,"$12,000", clean, automatic,, excellent, rwd, silver, coupe, 8 cylinders, full-size,12000
355, gas,"2015 toyota ,Honda,Acura,Lexus", 70000,"$18,000", clean, automatic,,,,,,,,18000
356, gas,2010 nissan altima 2.5 s, 220000,"$3,200", clean, automatic,, excellent,,,,,,3200
357, gas,1964 sunbeam alpine v8, 4000,"$90,000", clean, manual, 778899, new, rwd, red, convertible, 8 cylinders, compact,90000
358, gas,2008 land rover lr2 hse, 144000,"$9,700", clean, automatic,, excellent, 4wd, black, SUV, 6 cylinders,,9700
359, gas,2016 Mazda 3 GT, 72000,"$16,500", clean, automatic,, excellent, fwd, black, sedan, 4 cylinders, compact,16500
360, gas,2003 audi a4 1.8t quattro, 190,"$3,800", rebuilt, automatic,, excellent, 4wd, grey, sedan, 4 cylinders, mid-size,3800
361, gas,2008 bmw x5, 138000,"$12,500", clean, automatic,, excellent, 4wd, brown, SUV, 8 cylinders, mid-size,12500
362, gas,2009 dodge grand caravan, 241000,"$3,300", clean, automatic,,,,,,,,3300
363, gas,2007 ford edge, 70000,"$5,600", clean, automatic,,,, grey, SUV,,,5600
364, gas,2020 Mazda CX-3, 26953,"$26,998", clean, automatic,,, , custom, sedan,,,26998
365, gas,2011 mercedes benz c350, 31000,"$15,000", rebuilt, automatic,, like new, 4wd, silver, sedan, 6 cylinders, mid-size,15000
366, gas,1994 bmw e36 m3, 187518,"$33,000", clean, manual,, excellent, rwd, blue, coupe, 6 cylinders, mid-size,33000
367, gas,2007 2007 toyota camry, 165000,"$5,900", clean, automatic,, good, fwd, grey, sedan, 4 cylinders,,5900
368, gas,2017 Nissan Frontier 2017, 78000,"$23,000", clean, automatic,,,,,,,,23000
369, gas,2011 2011 mercedes c350, 31000,"$15,000", rebuilt, automatic,, like new,, silver, sedan, 6 cylinders, mid-size,15000
370, gas,2019 Infiniti, 10000,"$25,000", clean, automatic,,,,,,,,25000
371, gas,2020 Nissan, 1000,"$25,000", clean, automatic,,,,,,,,25000
372, gas,2002 Subaru Forester, 354000,"$1,950", clean, automatic,, fair, 4wd,,, 4 cylinders,,1950
373, gas,2017 Mercedes Benz CLA250 4matic, 67540,"$23,900", clean, automatic,,,,,,,,23900
374, gas,2015 acura tlx 3.5l v6, 76000,"$19,500", clean, automatic,, excellent, 4wd,, sedan, 6 cylinders,,19500
375, gas,2007 jeep grand cherokee 4wd laredo, 182451,"$3,950", clean, automatic,,,,,,,,3950
376, gas,2013 2013 Dodge Journey R/T, 130000,"$11,500", clean, automatic,, excellent, 4wd, black, SUV,, mid-size,11500
377, gas,2018 audi s5 sportback, 60800,"$52,900", clean, automatic,, excellent, 4wd, grey, sedan, 6 cylinders, sub-compact,52900
378, gas,2009 dodge journey, 158000,"$7,500", clean, automatic,, excellent, fwd, grey, SUV,,,7500
379, gas,1994 nissan altima, 150000,"$1,000", clean, automatic,,,,,,,,1000
380, gas,2006 chevrolet hhr ls, 213000,"$4,300", clean, manual,, excellent,,,, 4 cylinders,,4300
381, gas,2018 Toyota RAV4 Hybrid, 78692,"$30,998", clean, automatic,,, , custom, sedan,,,30998
382, gas,2005 2005 nissan pathfinder SE, 292000,"$1,990", clean, automatic,,, 4wd, silver, SUV, 6 cylinders, full-size,1990
383, gas,2015 mazda 3, 73600,"$14,000", clean, automatic,, excellent,, brown,, 4 cylinders,,14000
384, diesel,2004 gmc sierra 2500hd, 320000,"$8,850", clean, automatic,,,,,,,,8850
385, gas,2001 honda accord ex-l, 210,"$1,990", clean, automatic,,,,,,,,1990
386, gas,2020 Jeep Grand Cherokee SRT 8, 5666,"$79,900", clean, automatic,, like new, 4wd, grey, SUV, 8 cylinders, full-size,79900
387, gas,2006 mazda 3, 235870,"$2,800", rebuilt, automatic,, good,, grey, sedan,,,2800
388, gas,1996 ford taurus, 98000,"$2,500", clean, automatic,, excellent, fwd, green, wagon, 6 cylinders,,2500
389, gas,2009 mini cooper s, 102000,"$7,300", clean, manual,, good,, black,,,,7300
390, gas,2013 FORD E-150, 89000,"$19,900", clean, automatic, 1FTNE1EW0DDA55590, excellent, rwd, white, van,,,19900
391, gas,2017 subaru brz, 72000,"$19,000", clean, manual,, like new, rwd, white, coupe, 4 cylinders, compact,19000
392, gas,2010 audi a5 quattro, 155000,"$11,500", clean, manual,, excellent, 4wd, black, coupe, 4 cylinders, compact,11500
393, gas,2013 Honda Fit, 141000,"$6,499", rebuilt, automatic,, excellent,, red, hatchback, 4 cylinders, full-size,6499
394, gas,2000 volkswagen jetta sedan, 129000,$123, parts only, automatic,, fair,, blue, sedan, 4 cylinders, mid-size,123
395, gas,2010 mercedes benz c300, 88000,"$13,500", clean, automatic,,,, grey,,,,13500
396, gas,2003 Ford Explorer Eddie Bauer 4x4, 189000,"$5,250", clean, automatic,, excellent, 4wd, red, SUV, 8 cylinders, full-size,5250
397, gas,2004 dodge grand caravan, 252000,$950, clean, automatic,,, fwd,,, 6 cylinders,,950
398, gas,2020 Subaru WRX, 6588,"$34,900", clean, manual,, like new, 4wd, grey, sedan, 4 cylinders, compact,34900
