,fuel,make,odometer,price,title status,transmission,VIN,condition,drive,paint color,type,cylinders,size,price_num
1474, gas,2014 toyota sienna xle, 126905,"$21,750", clean, automatic, 5TDYK3DC3ES480378, like new, 4wd, silver, mini-van, 6 cylinders, full-size,21750
1475, gas,2018 BMW 530i XDrive, 22000,"$47,800", clean, automatic,, excellent, 4wd, black, sedan, 4 cylinders,,47800
1476, gas,2017 Toyota Sienna, 65881,"$24,995", clean, automatic, 5TDZZ3DC8HS858988, excellent, fwd,,,,,24995
1477, gas,2014 Ford Fiesta ST, 66700,"$12,888", clean, manual,, good, fwd, green, hatchback, 4 cylinders, sub-compact,12888
1478, gas,2017 honda civic hatchback, 99017,"$19,995", clean, manual, SHHFK7G40HU302440, like new, 4wd, white, hatchback, 4 cylinders, mid-size,19995
1479, gas,2002 acura mdx, 160000,"$3,900", clean, automatic,, good, fwd,,, 6 cylinders,,3900
1480, gas,2020 kia soul ex, 30699,"$20,400", clean, automatic,, excellent,, black,, 4 cylinders,,20400
1481, gas,2005 pontiac wave, 104858,"$4,888", clean, automatic, KL2TW626X5B303544, like new,, blue, hatchback, 4 cylinders, mid-size,4888
1482, gas,2016 toyota tacoma trd, 85441,"$36,900", clean, manual,,,,,,,,36900
1483, gas,2016 bmw x3 xdrive28i, 48200,"$27,995", clean, automatic,, like new,,,,,,27995
1484, gas,2020 subaru outback 2.5i touring, 18620,"$32,795", clean, automatic, 4S4BTDDC9L3180119, like new, 4wd, silver, wagon, 4 cylinders, full-size,32795
1485, gas,2013 Kia Forte, 205000,"$3,999", clean, automatic,, good, fwd, silver, sedan, 4 cylinders, compact,3999
1486, gas,1997 Nissan Stagea, 48000,"$7,499", clean, automatic,, like new, rwd, green, wagon, 6 cylinders, mid-size,7499
1487, gas,2018 infiniti q50 base, 25000,$434, clean, automatic,, like new, 4wd, white, sedan, 6 cylinders, mid-size,434
1488, gas,2017 mercedes-benz gl-class, 46479,"$25,400", clean, automatic,, like new, 4wd, silver,, 4 cylinders,,25400
1489, gas,2020 subaru outback 2.5i limited, 5039,"$37,500", clean, automatic, 4S4BTDNC4L3122062, like new, 4wd,, wagon, 4 cylinders, full-size,37500
1490, gas,2005 Chrysler 300, 191000,"$3,500", clean, automatic,,,,,,,,3500
1491, gas,2016 smart fortwo, 58432,"$9,999", clean, automatic,, excellent, 4wd, white,,,,9999
1492, gas,2017 volkswagen tiguan highline, 39543,"$25,500", clean, automatic, WVGLV7AX7HW504035, like new, 4wd, blue, SUV, 4 cylinders, mid-size,25500
1493, gas,2016 honda fit lx hatchback 4d, 57425,"$15,797", clean, automatic, 3HGGK5H55GM105406, excellent, fwd, blue,, 4 cylinders,,15797
1494, gas,2013 caddilac escalade, 171000,"$27,500", clean, automatic,, like new, 4wd,,, 8 cylinders,,27500
1495, gas,2016 Hyundai Accent, 107987,"$7,500", clean, manual, KMHCT5AEXGU238514, excellent, fwd,, hatchback,,,7500
1496, gas,2010 2010 Dodge Avenger SXT, 165000,"$5,500", clean, automatic,, good, fwd, red, sedan, 4 cylinders, mid-size,5500
1497, gas,2015 hyundai santa fe xl, 94231,"$18,450", clean, automatic,, excellent, 4wd, silver,, 6 cylinders,,18450
1498, gas,2019 chevy cruze lt rs, 14999,"$14,999", rebuilt, automatic, 3G1BE6SM3KS617751, excellent, fwd, black, hatchback, 4 cylinders, mid-size,14999
1499, gas,2011 BMW 335i, 166500,"$12,000", clean, automatic,, good,, black, sedan, 6 cylinders,,12000
1500, gas,2011 audi a4 avant quattro, 140000,"$12,000", clean, automatic,, like new, 4wd,, wagon, 4 cylinders,,12000
1501, gas,2010 BMW X6 ActiveHybrid, 130000,"$19,998", clean, automatic,, good, 4wd, blue, SUV, 8 cylinders, full-size,19998
1502, gas,2017 Ford Fiesta, 30405,"$12,500", clean, automatic,, excellent, fwd, black, hatchback, 4 cylinders, compact,12500
1503, gas,2011 Porsche Panamera, 106000,"$29,995", clean, automatic, WP0AA2A72BL011611, excellent, rwd, silver, sedan, 6 cylinders, compact,29995
1504, gas,2000 nissan maxima, 400000,"$1,600", clean, automatic,, excellent, fwd, silver, sedan, 6 cylinders, mid-size,1600
1505, gas,2015 mazda 3, 95000,"$13,800", clean, automatic,, excellent, fwd, grey, hatchback, 4 cylinders, compact,13800
1506, hybrid,2013 Ford C-Max SEL Hybrid, 53155,"$13,500", clean, automatic,, like new, fwd, grey, hatchback, 4 cylinders, compact,13500
1507, gas,2007 chrysler 300 touring, 230000,"$2,199", clean, automatic,, good, rwd, grey, sedan, 6 cylinders, compact,2199
1508, gas,2016 Mercedes-benz GL550, 58000,"$55,995", clean, automatic,,,,,,,,55995
1509, gas,2006 ford e250 econoline, 79235,"$12,888", clean, automatic,, good, rwd, blue,, 4 cylinders,,12888
1510, gas,2017 hyundai accent se, 72182,"$12,995", clean, automatic,, like new, 4wd, white,, 4 cylinders,,12995
1511, gas,2008 Buick Enclave, 173000,"$7,150", clean, automatic,, excellent, fwd,, SUV, 6 cylinders, full-size,7150
1512, gas,2010 Ford Focus SE, 140000,"$5,000", clean, automatic,, excellent,,,,,,5000
1513, gas,2014 mazda cx-5, 118800,"$15,000", clean, automatic,, excellent, 4wd, red, SUV, 4 cylinders, compact,15000
1514, gas,1974 cadillac coupe deville, 80000,"$18,500", clean, automatic,, excellent, rwd, orange, coupe, 8 cylinders,,18500
1515, gas,2017 mercedes-benz cla250 4matic awd, 95000,"$20,900", clean, automatic,, excellent, 4wd, white,, 4 cylinders,,20900
1516, gas,2016 mitsubishi rvr se awd, 64409,"$17,999", clean, automatic,, excellent, 4wd, blue,, 4 cylinders,,17999
1517, diesel,2001 2001 ford f350, 170000,"$18,500", clean, automatic,,,,,,,,18500
1518, gas,1993 1993 toyota camry, 250000,$500, clean, automatic,, good,, grey, other,, mid-size,500
1519, diesel,2011 ford f350, 32000,"$38,500", clean, automatic,,,,,,,,38500
1520, gas,1993 toyota previa, 300000,"$3,500", clean, automatic,,,,,,,,3500
1521, gas,2008 chrysler 300 touring, 220000,"$2,599", clean, automatic,, excellent, rwd, white, sedan, 6 cylinders, compact,2599
1522, gas,2006 ford focus, 200000,"$2,000", clean, automatic,,,,,,,,2000
1523, gas,2020 Jaguar F-Type, 9500,"$1,100", clean, automatic,, new, 4wd, silver, coupe, 8 cylinders,,1100
1524, gas,2020 mazda 3, 44,"$28,677", clean, automatic,, new, fwd, silver, hatchback, 4 cylinders, sub-compact,28677
1525, gas,2015 nissan rogue, 108367,"$17,988", clean, automatic,,, 4wd,,, 4 cylinders,,17988
1526, gas,2008 jeep compass Limited, 188000,"$4,500", clean, automatic,, good, 4wd, silver, SUV, 4 cylinders, mid-size,4500
1527, gas,2003 2003 Mazda Protege, 215000,"$2,600", clean, automatic,, excellent, fwd, silver, sedan, 4 cylinders,,2600
1528, gas,2017 volvo v90, 26000,"$47,999", clean, automatic,, excellent, 4wd, silver, hatchback, 4 cylinders, full-size,47999
1529, gas,2006 Hyundai Santa Fe, 370000,"$2,000", clean, automatic,,, fwd, blue, SUV, 6 cylinders, mid-size,2000
1530, gas,2003 Mitsubishi Galant, 130000,"$2,799", clean, automatic,, excellent, fwd, black, sedan, 4 cylinders, compact,2799
1531, gas,2012 ford focus se, 200000,"$3,499", clean, automatic,, excellent, fwd, black, sedan, 4 cylinders, compact,3499
1532, gas,2017 mercedes-benz c-class, 50686,"$23,800", clean, automatic,, like new, 4wd, silver, sedan, 4 cylinders,,23800
1533, gas,2015 ford f-150, 123553,"$31,900", clean, automatic,,,,,,,,31900
1534, gas,2015 audi s8 plus 4.0t quattro, 57410,"$54,999", clean, automatic,, like new, 4wd,,, 8 cylinders,,54999
1535, gas,2013 MINI COOPER, 53100,"$10,900", clean, automatic, WMWSU3C52DT544619, excellent,,, hatchback, 4 cylinders,,10900
1536, gas,2009 Acura RDX, 276000,"$9,500", clean, automatic,, excellent, 4wd, black, SUV,,,9500
1537, gas,2006 Toyota Avalon limited, 1,"$5,995", clean, automatic,, excellent, fwd, blue, sedan, 6 cylinders, mid-size,5995
1538, gas,2017 mitsubishi mirage es, 83431,"$9,477", clean, automatic,, excellent,, grey,, 3 cylinders,,9477
1539, gas,2009 mercedes benz B200 turbo, 174000,"$4,950", clean, automatic,, excellent, fwd, black, hatchback, 4 cylinders, sub-compact,4950
1540, gas,2008 dodge dakota 4x4, 237000,"$4,950", clean, automatic,, excellent, 4wd, silver, pickup, 8 cylinders,,4950
1541, gas,2016 dodge journey se, 71818,"$12,900", clean, automatic,, good, fwd, silver,, 4 cylinders,,12900
1542, gas,2017 nissan rogue sl awd, 29717,"$24,500", clean, automatic,,,,,,,,24500
1543, gas,2017 JEEP CHEROKEE NORTH, 50000,"$24,639", clean, automatic, CALLJIN7789910207,, 4wd,,, 6 cylinders,,24639
1544, gas,2016 HONDA CIVIC EX-T, 42000,"$21,000", clean, automatic, CALLJIN7789910207,, fwd,,,,,21000
1545, electric,2016 kia soul ev, 113000,"$18,000", clean, automatic,, excellent,, grey,,,,18000
1546, electric,2016 Kia soul EV, 113000,"$18,000", clean, other,, excellent,, grey, hatchback, other,,18000
1547, gas,2017 acura rdx elite, 50332,"$29,188", clean, automatic,, like new, 4wd,, SUV, 6 cylinders,,29188
1548, diesel,2017 2017 2017 Frightliner Bus, 160000,"$109,000", clean, automatic, 1FVACWDU5HHHZ9886, excellent, rwd, white, bus,, mid-size,109000
1549, gas,2019 2019 ford expedition lmt, 14000,"$73,000", clean, automatic, 1FMJK1MTXKEA46798, like new, 4wd, black, SUV, 6 cylinders, full-size,73000
1550, gas,2016 BMW X4, 57370,"$37,298", clean, automatic, 5UXXW5C55G0N91775, excellent, 4wd,,,,,37298
1551, gas,2008 jeep compass, 188000,"$4,500", clean, automatic,, good, 4wd, silver, SUV, 4 cylinders, mid-size,4500
1552, diesel,2016 freightliner cascadia, 152000,"$55,000", clean, automatic,,,,,,,,55000
1553, gas,2013 KIA SOUL 4U, 77000,"$11,826", clean, automatic, CALLJIN7789910207,, fwd,,,,,11826
1554, gas,2014 Jeep Patriot, 122000,"$12,850", clean, automatic,, like new,,,, 4 cylinders,,12850
1555, gas,2014 MAZDA MAZDA5 GT, 143000,"$10,888", clean, automatic, CALLJIN7789910207,, fwd,,,,,10888
1556, gas,2009 pontiac torrent, 168000,"$4,900", clean, automatic,, excellent,, grey, SUV,,,4900
1557, gas,2006 Ford Mustang V6 Convertible, 111490,"$10,700", clean, automatic,, excellent, rwd, black, convertible, 6 cylinders, mid-size,10700
1558, gas,2009 bmw 750li, 91212,"$14,800", clean, automatic,, excellent, rwd, brown, sedan, 8 cylinders, full-size,14800
1559, gas,2004 bmw 3 series, 117000,"$3,000", clean, automatic,, good, rwd, grey, sedan, 6 cylinders, mid-size,3000
1560, gas,2008 honda accord, 164000,"$7,400", clean, automatic,, excellent,, grey, sedan,,,7400
1561, gas,2018 nissan pathfinder sv, 56800,"$28,900", clean, automatic,,,,,,,,28900
1562, gas,2016 DODGE CARAVAN, 1,"$8,700", clean, automatic,, good, fwd, white, mini-van, 6 cylinders,,8700
1563, gas,2015 honda cr-v ex, 66736,"$22,488", clean, automatic,, excellent, 4wd, black,, 4 cylinders,,22488
1564, gas,2004 Mercedes Benz suv ml350-$5995, 91000,"$5,995", clean, automatic,, like new, 4wd, red, SUV, 6 cylinders, mid-size,5995
1565, gas,2013 mercedes benz b250, 73300,"$13,699", clean, automatic,, excellent, fwd,,, 4 cylinders,,13699
1566, gas,2008 BMW 335i, 175000,"$8,700", clean, automatic,, good, rwd, custom, coupe, 6 cylinders, compact,8700
1567, gas,2010 Ford F-250 4X4, 230,"$14,995", clean, automatic,, excellent, 4wd, green, truck, 8 cylinders, full-size,14995
1568, gas,2011 Honda Pilot, 141479,"$18,450", clean, automatic, 5FNYF4H94BB504485, excellent, 4wd,, SUV,,,18450
1569, gas,2020 bmw x5 xdrive50i, 11366,"$1,532", clean, automatic,, like new, 4wd, black, SUV, 8 cylinders, full-size,1532
1570, diesel,2009 dodge sprinter 3500, 61000,"$31,000", clean, automatic,, new,,,, 6 cylinders,,31000
1571, gas,2019 BMW X5 35, 1,"$79,900", clean, automatic,,,,,,,,79900
1572, gas,2016 BMW 340i, 36310,"$36,998", clean, automatic, WBA8B7C53GK703682, excellent, 4wd, black, sedan,,,36998
1573, gas,2020 mercedes benz e350, 85,"$68,800", clean, automatic,, excellent, 4wd, black,, 4 cylinders,,68800
1574, gas,1997 jaguar xj8 vanden plas, 167,"$9,000", clean, automatic,, excellent, rwd, black, coupe, 8 cylinders, full-size,9000
1575, gas,2018 Toyota Corolla, 52350,"$17,688", clean, automatic,, excellent,, white, sedan,,,17688
1576, gas,2008 toyota highlander sr5, 160110,"$12,688", clean, automatic, JTEES44A682007895, excellent, 4wd, silver,, 6 cylinders,,12688
1577, gas,2011 toyota sequoia, 117400,"$25,995", rebuilt, automatic,, excellent, 4wd, grey, SUV, 8 cylinders, full-size,25995
1578, gas,2013 honda civic, 130153,"$13,995", clean, automatic,, excellent, fwd, black, sedan, 4 cylinders,,13995
1579, gas,2006 volvo xc90, 238000,"$4,500", clean, automatic,, good, 4wd, grey, SUV, 8 cylinders,,4500
1580, gas,2020 Mercedes Benz E350, 29539,"$54,850", clean, automatic,, like new, 4wd,,,,,54850
1581, gas,2009 dodge journey sxt, 158000,"$4,950", clean, automatic,,, fwd, blue, SUV, 6 cylinders, full-size,4950
1582, gas,2018 ford escape, 25944,"$20,800", clean, automatic,, excellent, 4wd, white, SUV, 4 cylinders,,20800
1583, gas,2016 land rover discovery sport hse, 31841,"$29,850", clean, automatic,, like new, 4wd,,,,,29850
1584, gas,2019 Kia Soul EV, 37196,"$29,950", clean, automatic, KNDJR3AE6K7037277, excellent,, grey, SUV,,,29950
1585, gas,1976 dodge adventurer, 88000,"$4,500", clean, automatic,,,,,,,,4500
1586, gas,2019 BMW X1, 6161,"$34,998", clean, automatic, WBXHT3C53K5L37631, excellent, 4wd,,,,,34998
1587, diesel,2019 Ford F350 Platinum Powerstroke, 86147,"$88,850", clean, automatic,, like new, 4wd,,, 8 cylinders,,88850
1588, gas,2005 dodge caravan, 199000,"$2,450", clean, automatic,,,,,,,,2450
1589, gas,2007 Dodge Nitro SXT 4WD, 224,"$4,995", clean, manual,, excellent, 4wd, orange, SUV, 6 cylinders,,4995
1590, gas,2010 Chrysler Town & Country Touring, 254,"$4,995", clean, automatic,, excellent, fwd, brown, van, 6 cylinders,,4995
1591, gas,1999 ford mustang, 100000,"$16,000", rebuilt, manual,, good, rwd, black,, 8 cylinders,,16000
1592, gas,2003 honda accord, 230000,"$3,200", clean, automatic,, good, fwd, red, sedan, 4 cylinders, full-size,3200
1593, diesel,2003 Dodge ram 2003 3500, 450000,"$16,500", rebuilt, automatic,, like new, 4wd, silver,, 6 cylinders,,16500
1594, gas,2002 toyota camry, 199000,"$2,400", clean, automatic,, good, fwd, grey, sedan, 4 cylinders, mid-size,2400
1595, diesel,2004 Dodge ram, 420000,"$14,500", clean, automatic,, good, 4wd, silver,, 6 cylinders,,14500
1596, diesel,2003 dodge ram 3500, 450000,"$16,500", rebuilt, automatic,, like new, 4wd, silver,, 6 cylinders,,16500
1597, gas,2019 mercedes benz cls450, 2156,"$79,900", clean, automatic,, excellent, 4wd, grey,, 6 cylinders,,79900
1598, gas,2014 chevrolet silverado 1500, 172000,"$21,999", clean, automatic, 1GCVKREC1EZ376930, excellent, 4wd, white, pickup, 8 cylinders, full-size,21999
1599, gas,2017 Honda Accord, 48500,"$24,000", clean, automatic,,,,, sedan,,,24000
1600, gas,2010 subaru forester 2.5i premium, 180000,"$9,500", clean, manual,, excellent, 4wd, grey, wagon, 4 cylinders, mid-size,9500
1601, gas,2020 Ford Edge, 46370,"$36,995", clean, automatic, 2FMPK4K97LBA00278,,,,,,,36995
1602, gas,2019 Mazda CX-5, 31103,"$28,950", clean, automatic, JM3KFBCM2K0570805, excellent, 4wd,, SUV,,,28950
1603, gas,2018 mazda cx-5 grand touring, 44227,"$28,995", clean, automatic,, like new, 4wd, white, SUV, 4 cylinders,,28995
1604, gas,2019 BMW 530i, 28415,"$47,998", clean, automatic, WBAJA7C57KWW27843, excellent, 4wd, black, sedan,,,47998
1605, gas,2019 GMC Acadia, 25000,"$29,900", clean, automatic, 1GKKNRLS6KZ162424,, 4wd,,, 6 cylinders,,29900
1606, gas,2012 Nissan Altima, 122000,"$6,400", clean, automatic, 1N4AL2AP4CN528446, good,,,,,,6400
1607, gas,1995 GMC, 470000,"$3,000", clean, automatic,,,,,,,,3000
1608, gas,2005 VOLVO XC90, 340000,"$3,200", clean, automatic,, excellent, 4wd, grey, SUV, 5 cylinders, mid-size,3200
1609, gas,2012 Infiniti QX56, 170000,"$24,800", clean, automatic, JN8AZ2NE4C9016930,,,,,,,24800
1610, gas,2010 SUBARU FORESTER XT LIMITED, 160000,"$11,995", clean, automatic,, excellent, 4wd, grey, wagon, 4 cylinders, mid-size,11995
1611, gas,2016 nissan pathfinder, 117000,"$17,999", clean, automatic, 5N1AR2MM1GC637745, excellent, 4wd, black, SUV, 6 cylinders, full-size,17999
1612, gas,2011 SUBARU IMPREZA WAGON, 200000,"$4,995", clean, automatic,, excellent, 4wd, red, wagon, 4 cylinders, mid-size,4995
1613, gas,2013 FORD ESCAPE SE 4WD, 139000,"$15,800", clean, automatic,, like new,,,,,,15800
1614, gas,2011 VOLVO S60 T6 AWD, 70000,"$9,995", clean, automatic,, like new, 4wd, red, sedan, 6 cylinders, mid-size,9995
1615, gas,2009 Saturn VUE, 150700,"$7,999", clean, automatic, 5GZEV13D49J216127,,,,,,,7999
1616, gas,2006 VOLVO XC70, 195000,"$5,995", clean, automatic,, excellent, 4wd, black, wagon, 5 cylinders, mid-size,5995
1617, gas,2012 toyota camry se, 187000,"$9,299", clean, automatic,, good, fwd, black, sedan, 4 cylinders,,9299
1618, gas,2020 dodge ram 1500, 11000,"$60,000", clean, automatic,, like new, 4wd, white, truck, 8 cylinders,,60000
1619, gas,1991 Toyota camry, 170000,"$1,295", clean, automatic,, excellent, fwd, silver, sedan, 4 cylinders, compact,1295
1620, gas,2011 VOLVO XC60, 170000,"$9,995", clean, automatic,, like new, 4wd, grey, SUV, 6 cylinders, mid-size,9995
1621, gas,2015 Toyota RAV4, 101965,"$18,995", clean, automatic, 2T3BFREV3FW269775, excellent, 4wd, black, SUV,,,18995
1622, gas,2014 Ford Escape, 113839,"$13,388", clean, automatic, 1FMCU9GX3EUC86950,,,,,,,13388
1623, gas,1996 Toyota corolla, 290000,$695, clean, automatic,, excellent, fwd, grey, sedan, 4 cylinders, compact,695
1624, gas,2012 dodge ram 1500, 156000,"$19,999", clean, automatic,,, 4wd,,,,,19999
1625, gas,2015 Audi A4, 58000,"$24,800", clean, automatic, WAUKFCFL9FN014868, excellent, 4wd,, sedan,,,24800
1626, gas,2007 ford mustang convertible, 220000,"$4,999", clean, automatic,, excellent, fwd, blue, convertible, 6 cylinders, compact,4999
1627, gas,1998 Honda CRV, 290000,"$2,295", rebuilt, automatic,, excellent, 4wd, silver, SUV, 4 cylinders, compact,2295
1628, gas,2015 land rover range sport hse, 80832,"$44,995", clean, automatic,, like new, 4wd, black,, 6 cylinders,,44995
1629, gas,2014 Mazda CX-9, 148000,"$15,800", clean, automatic, JM3TB3DA9E0445704,,,,,,,15800
1630, gas,2013 mercedes-benz cls 550, 92000,"$32,500", clean, automatic,, excellent, 4wd, white, coupe, 8 cylinders, full-size,32500
1631, gas,2006 honda civic hybrid, 236000,"$4,695", clean, automatic,, excellent, fwd,,, 4 cylinders,,4695
1632, gas,2017 Mitsubishi RVR SE Limited AWC, 62158,"$19,900", clean, automatic, JA4AJ4AW3HZ604008,,, white,, 4 cylinders,,19900
1633, gas,1998 Honda crv, 158000,"$3,495", clean, automatic,, excellent, 4wd, grey, van, 4 cylinders, compact,3495
1634, diesel,2019 LAND ROVER RANGE ROVER, 1,"$61,900", clean, automatic,,,,,,,,61900
1635, gas,2017 Audi Q7, 52300,"$44,800", clean, automatic, WA1MAAF73HD023036, excellent, 4wd,, SUV,,,44800
1636, gas,2017 JAGUAR I-PACE, 58086,"$40,288", clean, automatic,, like new, 4wd,, SUV, 6 cylinders,,40288
1637, gas,2017 Chevrolet Bolt EV, 70380,"$26,995", clean, automatic, 1G1FX6S00H4136907,,,,,,,26995
1638, gas,2010 Toyota 4Runner, 209900,"$23,999", clean, automatic, JTEBU5JR6A5015691,,,,,,,23999
1639, gas,2016 SMART FORTWO PURE, 55000,"$5,900", clean, automatic,, like new,,,, 3 cylinders,,5900
1640, gas,2001 Hyundai Accent, 190000,$695, clean, manual,, excellent, fwd, grey, hatchback, 4 cylinders, compact,695
1641, gas,2017 MERCEDES-BENZ GLA 250 4MATIC, 51000,"$25,900", clean, automatic,, like new,,,,,,25900
1642, gas,2018 bmw 330xi, 45278,"$31,900", clean, automatic, WBA8D9C54JEM35043,,,,,,,31900
1643, gas,2015 Honda CR-V, 48000,"$19,250", clean, automatic, 2HKRM4H3XFH131949, excellent, 4wd,, SUV,,,19250
1644, gas,2019 Kia Sorento, 43909,"$23,995", clean, automatic, 5XYPGDA35KG591532,,,,,,,23995
1645, gas,2014 bmw x5 xdrive35i, 58547,"$32,488", clean, automatic,, like new, 4wd, white, SUV, 6 cylinders,,32488
1646, gas,2005 Toyota Celica GT, 167000,"$5,300", rebuilt, automatic,, excellent, fwd, grey, hatchback, 4 cylinders, compact,5300
1647, gas,2011 Volkswagen Tiguan, 184000,"$10,800", clean, automatic, WVGBV7AX9BW549495,,,,,,,10800
1648, gas,2009 bmw 128i coupe, 105000,"$8,200", clean, automatic,, excellent, rwd, grey, coupe, 6 cylinders, compact,8200
1649, gas,2019 Acura MDX Tech, 34051,"$43,965", clean, automatic,, excellent, 4wd, white, SUV, 6 cylinders, full-size,43965
1650, gas,2007 honda civic, 120000,"$6,800", clean, automatic,, like new, fwd, red, coupe, 4 cylinders,,6800
1651, gas,2020 Volkswagen Tiguan, 34241,"$27,777", clean, automatic, 3VV0B7AX7LM053134,,,,,,,27777
1652, gas,2010 Ford E350 Van, 105075,"$11,500", clean, automatic, 1FBNE3BL1ADA06551, good, rwd, silver, van,, full-size,11500
1653, gas,2020 Hyundai Kona, 15744,"$26,995", clean, automatic, KM8K2CAA3LU456496,,,,,,,26995
1654, gas,2019 mercedes benz glc43, 6740,"$65,880", clean, automatic,, excellent,, grey,, 6 cylinders,,65880
1655, gas,2014 toyota highlander le, 129120,"$22,880", clean, automatic,, excellent, 4wd, black, SUV, 6 cylinders, mid-size,22880
1656, gas,2009 ford f-150 xlt 4x4, 240000,"$10,400", clean, automatic,, excellent, 4wd, silver, truck, 8 cylinders, full-size,10400
1657, gas,2001 toyota camry, 333000,"$1,400", clean, automatic,, excellent, fwd, brown, other, 4 cylinders,,1400
1658, gas,2015 Honda Civic, 82696,"$11,895", clean, manual, 2HGFB2E59FH036943, excellent, fwd,, sedan,,,11895
1659, gas,2016 toyota yaris se, 31284,"$15,880", clean, automatic,, excellent, fwd, white, hatchback, 4 cylinders, sub-compact,15880
1660, gas,2013 Acura RDX, 160000,"$16,800", clean, automatic, 5J8TB4H59DL801319,,,,,,,16800
1661, hybrid,2010 Lexus RX450h, 223000,"$14,000", clean, automatic, JTJBC1BA5A2011249, excellent,, grey, SUV, 6 cylinders, mid-size,14000
1662, gas,2017 Nissan Maxima SL, 67000,"$20,797", clean, automatic,,, fwd, black, sedan, 6 cylinders,,20797
1663, gas,2001 Chevrolet Cavalier, 68000,"$1,999", clean, automatic,, excellent, fwd, green, sedan, 4 cylinders, compact,1999
1664, gas,2006 bmw x5, 176660,"$3,000", clean, automatic,, good, rwd, grey, SUV, 6 cylinders, full-size,3000
1665, gas,2009 Honda Fit, 189634,"$7,600", clean, automatic, JHMGE88519S813071,,,,,,,7600
1666, gas,2015 Nissan Sentra, 67179,"$12,900", clean, automatic, 3N1AB7AP8FL632987,,,,,,,12900
1667, diesel,2007 ford f350 4x4, 176000,"$14,900", clean, manual,,,,,,,,14900
1668, gas,1993 Porsche 968, 158000,"$39,990", clean, manual,, excellent, rwd, blue, coupe, 4 cylinders, compact,39990
1669, gas,2020 Toyota Corolla, 4175,"$26,388", clean, automatic, 5YFB4RBE0LP006580,,,,,,,26388
1670, gas,2004 bmw 320i, 150000,"$4,000", clean, automatic,,,,,, 6 cylinders,,4000
1671, gas,2020 Hyundai Kona, 21714,"$26,490", clean, automatic, KM8K2CAA6LU546368,,,,,,,26490
1672, gas,2003 bmw 325i, 170000,"$2,200", clean, automatic,, good, rwd, black, sedan,, full-size,2200
1673, gas,2014 Chrysler 300, 77244,"$14,995", clean, automatic, 2C3CCAAG0EH150932, excellent, rwd,, sedan,,,14995
1674, gas,2009 Nissan Altima, 220000,"$2,499", clean, automatic,, excellent, fwd, grey, sedan, 4 cylinders, compact,2499
1675, gas,2013 Dodge Grand Caravan, 122000,"$10,800", clean, automatic, 2C4RDGBGXDR793933,,,,,,,10800
1676, gas,2006 hummer h3, 167555,"$13,500", clean, automatic,, excellent, 4wd, black,, 5 cylinders,,13500
1677, gas,2018 Kia Niro, 27523,"$26,900", clean, automatic, KNDCC3LC9J5192969,,,,,,,26900
1678, gas,2006 mazda 3, 206584,"$3,600", clean, automatic,,,,,,,,3600
1679, gas,2019 mercedes benz a250, 14353,"$38,867", clean, automatic,, excellent,, white,, 4 cylinders,,38867
1680, gas,2018 Kia Niro, 27523,"$26,900", clean, automatic, KNDCC3LC9J5192969,,,,,,,26900
1681, gas,2006 mazda 3, 206584,"$3,600", clean, automatic,,,,,,,,3600
1682, gas,2019 mercedes benz a250, 14353,"$38,867", clean, automatic,, excellent,, white,, 4 cylinders,,38867
1683, diesel,2007 Hino 338, 273000,"$26,800", clean, automatic,,,,,,,,26800
1684, gas,2001 mazda mvp, 180000,"$3,000", clean, automatic,, like new,,,,,,3000
1685, gas,2011 Ford Fusion, 151318,"$5,500", clean, automatic, 3FAHP0HA2BR100105,,,,,,,5500
1686, diesel,2020 Hino 195, 4280,"$103,985", clean, automatic, 2AYRDM2H2L1001383,,,,,,,103985
1687, diesel,2001 isuzu gmc, 215000,"$16,500", clean, automatic,,,,,, 4 cylinders,,16500
1688, gas,2016 BMW 3-Series, 80608,"$25,388", clean, automatic, WBA8E3C50GK502662,,,,,,,25388
1689, gas,2019 Honda Civic, 16312,"$19,750", clean, automatic, 2HGFC2F54KH032644, excellent, fwd,, sedan,,,19750
1690, gas,2012 NISSAN XTERRA 4WD ORR RD, 74510,"$18,800", clean, automatic,, excellent,,, SUV,,,18800
1691, gas,2013 VOLVO CX70 AWD WAGON, 191844,"$13,800", clean, automatic,, excellent,,, wagon,,,13800
1692, gas,2012 Dodge Grand Caravan, 230000,"$6,800", clean, automatic, 2C4RDGBG2CR404006,,,,,,,6800
1693, gas,2015 TOYOTA TUNDRA LIMITED 4DR, 249288,"$27,800", clean, automatic,, excellent,,, truck,,,27800
1694, gas,2015 Ford F-150, 123553,"$31,900", clean, automatic, 1FTFW1EG1FFC00699,,,,,,,31900
1695, diesel,2015 Jetta TDI, 87100,"$17,950", clean, automatic,, like new, fwd, grey, sedan, 4 cylinders, mid-size,17950
1696, gas,2012 LINCOLN MKT ECO BOOST AWD, 132606,"$13,800", clean, automatic,, excellent,,, SUV, 6 cylinders,,13800
1697, gas,2011 ram 1500 slt, 215000,"$13,000", clean, automatic,, excellent, 4wd, grey, truck, 8 cylinders, full-size,13000
1698, gas,2017 bmw x5m, 1,"$69,900", clean, automatic,,,,,,,,69900
1699, gas,2014 honda odyssey ex-l, 88581,"$23,088", clean, automatic,, new, 4wd, black,, 6 cylinders,,23088
